indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,6-11 yeaqrs,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,205-2008,5,6-11 years,0.2,18.7,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of ppoulation, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Balck or African America,2007-2010,6,6-11 years***,0.2,23.3,3.3,c-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7,6-11 years,0.2,27.6,3.3,y-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic dorigin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8,6-11 years,0.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of oppulation, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2013-2016,9,61-1 years,0.2,15.5,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatoin, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10,6-11 years,0.2,18.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, ccrude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Lmatino: White only,1988-1994,1,6-11 eyars,0.2,10.7,2.0,-
Obesity among children and adolescents aegd 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White onlhy,1999-2002,2,6-11 years,0.2,14.0,1.5,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Laino: White only,2001-2004,3,6-11 years,0.2,16.9,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2003-2006,4,6-11 years,0.2,15.5,2.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sexa and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2005-2008,5,6-11 years,0.2,16.5,2.2,-
Obesity among children and adolescents aged 2n-19 years,6-11 years,3,"Percentd of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2007-2010,6,6-11 years,0.2,18.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatuion, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanicl or Latino: White only,2009-2012,7,6-11 years,0.2,12.9,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2011-2014,8,6-11 years,0.2,13.0,2.1,-
Obesity among children and adolescents aged 2-19 yeasr,6-11 years,3,"Pecent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latno: White only,2013-2016,9,6-11 years,0.2,17.3,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex fand race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2015-2018,10,6-11 years,0.2,18.3,2.3,***
Obesity among children and adolescents aged 2-19 years,6-z11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Perent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2005-2008,5,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-9 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2007-2010,6,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2009-2012,7,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2011-2014,8,6-11 years,0.2,14.7,3.6,*
Obesity among children and adolescents aged 2-19 years,6-11 yeafrs,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2013-2016,9,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2015-2018,10,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic o Latino: All races,1988-1949,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-1y9 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,1999-2002,2,6-11 yers,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11e years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or aLtino: All races,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,611 years,3,"Percent of population, crde",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2005-2008,5,6-11 yzears,0.2,17.9,1.4,e-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origoin,4,4.121,Male: Hispanic or Latino: All races,2007-2010,6,6-11 years,0.2,26.0,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2009-2012,7,6-11 years,0.2,26.4,1.9,-
Obesity amng children and adolescents aged 2-19 years,6-11 yeasr,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2011-2014,8,6-11 years,0.2,25.8,2.5,i-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Precent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2013-2016,9,6-11 years,0.2,26.1,3.1,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2015-2018,10,61-1 years,0.2,27.5,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All rsaces,19881994,1,6-11 years,0.2,17.5,2.4,-
Obesity among children and adolescents aegd 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,2,6-11 yars,0.2,26.5,2.2,-
Obesity among children and adolescents aged 2-19 years,6c-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2001-2004,3,6-11 years,0.2,25.6,1.8,-
Obesity among childrena nd adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2003-2006,4,6-11years,0.2,27.5,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percetnt of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2008,5,6-11y ears,0.2,28.4,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6,6-11 years,0.2,24.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7,6-11 years,0.2,25.0,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican :All races,2011-2014,8,6-11 yehars,0.2,25.3,3.1,-
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9,n6-11 years,0.2,28.3,3.5,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2015-018,10,6-11 yers,0.2,29.6,3.5,
Obesity among children anda dolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,198w8-1994,1,6-11 years,0.2,9.8,2.0,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1999-2002,2,6-11 years,0.2,13.1,2.3,p-
Obesity among children and adolescents aged 2-9 years,6-11 years,3,"Percent of population, cruxde",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2001-2004,3,6-11 years,0.2,15.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2003-2006,4,6-11 years,0.2,14.4,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2005-2008,5,6-11 years,0.2,14.5,2.5,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: Whie only,2007-2010***,6,6-11 years,0.2,14.0,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Perecnt of population, crude",1,Sex and race and Hispanic origin,4,4.211,emale: Not Hispanic or Latino: White only,2009-2012,7,6-11 yeasr,0.2,14.2,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8,6-11 years,0.2,14.4,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and racej and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2013-2016,9,6-11 years,0.2,10.4,1.9,-
Oebsity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2015-2018,10,6-11 ears,0.2,12.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and rache and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1999-2002***,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yeaars,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hisanic or Latino: Asian only,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,ex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population,l crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2005-2008,5,6-11 years,0.2,17.9,1.4,-
Obesity amon gchildren and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,200-72010,6,6-11 yearjs,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-91 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2009-2012,7,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian noly,2011-2014,8,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian onvly,2013-0216,9,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,61-1 years,3,"Percent fo population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2015-2018,10,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-1m1 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1988-199f4,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents alged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-k11 years,3,"Percent of populatiqon, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hsipanic or Latino: All races,2001-2004,3,6-11 years***,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Femaale: Hispanic or Latino: All races,2003-20b06,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yeaers,3,"Percent of populaton, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,20052-008,5,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic borigin,4,4.221,Female: Hispanic or Latino: All races,2007-2010,6,-11 years,0.2,21.5,1.9,q-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, cruvde",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2009-2012,7,6-11 years,0.2,22.3,1.9,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2011-2014,8,6-11 years,0.2,24.1,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2013-2016,9,6-11 years,0.2,24.5,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,205-2018,10,6-11 years,0.2,25.6,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,1,6-11 years,0.2,15.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Prcent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispani or Latino: Mexican: All races,1999-2002,2,6-11 years,0.2,17.1,2.0,-
Obesity among children and adolescents aged 2-19 yeasr,6-11 years,3,"Percentm of population, crude",1,Sex and race and Hispanic origin,4,4.222,Fmale: Hispanic or Latino: Mexican: All races,2001-2004,3,6-11 years,0.2,16.5,2.5,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2030-2006,4,611 years,0.2,19.7,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yers,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2005-2008,5,6-f11 years,0.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6,6-11 years,0.2,22.4,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and rcae and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2009-201u2,7,6-11 years,0.2,23.1,2.0,v-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percenet of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Laitno: Mexican: All races,011-2014,8,6-11 years,0.2,25.3,2.4,-
